R0000100,R0536300,R0536401,R0536402,R1235800,T8122500,R1482600,S3659000,S3681000,S3697000,S3713000,S3729000,S3757000,S5041700,S6783100,S8689700,T1109400,T3186900,T4597800,T6231000,T7732100,T9133500
PUBID_1997,KEY!SEX_1997,KEY!BDATE_M_1997,KEY!BDATE_Y_1997,CV_SAMPLE_TYPE_1997,VERSION_R16_2013,KEY!RACE_ETHNICITY_1997,YEMP_OCCODE_2002_01_1997,YEMP_OCCODE_2002_01_1998,YEMP_OCCODE_2002_01_1999,YEMP_OCCODE_2002_01_2000,YEMP_OCCODE_2002_01_2001,YEMP_OCCODE_2002_01_2003,YEMP_OCCODE_2002_01_2004,YEMP_OCCODE_2002_01_2005,YEMP_OCCODE_2002_01_2006,YEMP_OCCODE_2002_01_2007,YEMP_OCCODE_2002_01_2008,YEMP_OCCODE_2002_01_2009,YEMP_OCCODE_2002_01_2010,YEMP_OCCODE_2002_01_2011,YEMP_OCCODE_2002_01_2013
227,2,1,1980,1,429,3,4720,4720,-4,4720,4720,-4,-4,-5,-4,3600,4720,9610,9610,-4,9620
228,1,1,1984,1,429,4,-4,-4,-4,4720,4720,9620,9620,9620,3920,5400,5400,5160,5160,4820,120
229,2,2,1984,1,429,4,-4,2340,2340,2340,2340,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110
230,1,5,1984,1,429,2,-4,5510,-4,5310,5310,4760,4760,4760,4760,4850,5240,2010,2010,2010,2010
231,1,11,1980,1,429,2,4020,5620,3920,3920,-4,9030,9600,4610,4220,4220,-4,-4,-4,-4,-4
232,1,6,1984,1,429,2,-4,-4,-4,4030,4720,-5,-5,-5,3730,3730,3730,3920,3920,3920,3850
233,1,12,1980,1,429,2,-4,5810,4760,4760,-4,9130,8220,8220,8220,9130,9130,5350,5350,5350,8030
234,2,8,1983,1,429,2,-4,-4,-4,5620,4030,4760,730,730,730,730,730,3640,3640,3640,3640
235,2,8,1981,1,429,4,4720,4720,5400,5700,5700,5700,5700,4850,5700,5700,5700,5700,5700,430,430
236,2,12,1984,1,429,2,-4,-4,-4,4430,5700,5700,4700,4700,4700,-5,4700,4700,4700,4700,2630
237,1,3,1983,1,429,4,-4,-4,-4,4720,4720,4720,4720,4720,4720,-5,5240,4800,20,20,1220
238,2,8,1981,1,429,4,-4,-4,-4,4850,-4,3410,3410,3410,3410,5310,-4,-4,-4,-4,-4
239,1,9,1980,1,429,4,-4,-4,2720,-5,5620,-4,430,-4,9640,5620,9640,9640,-4,9620,9620
240,2,4,1983,1,429,4,-4,-4,-4,-4,-4,840,5200,5200,4110,4820,4820,120,10,10,560
241,2,2,1983,1,429,2,-4,-4,-4,-4,4720,4760,4760,4760,4760,4760,2340,2340,1820,1820,1820
242,1,6,1984,1,429,2,-4,-4,-4,-4,4850,-4,-4,-4,9620,8740,-4,7310,-3,-3,-3
243,2,2,1983,1,-5,3,-4,-4,-4,4510,3650,3600,3600,4760,5400,3600,3600,-4,-4,3600,-5
244,1,3,1983,1,429,2,-4,-4,520,520,520,520,520,520,520,4700,5240,5240,5610,7000,7010
245,2,7,1984,1,429,4,-4,-4,-4,4720,-4,4760,4760,2000,2000,5160,5240,4760,4760,8640,420
246,1,10,1980,1,429,2,-4,430,4720,3920,3920,1040,7010,-5,-5,1020,1020,1020,1020,1020,1020
247,1,3,1982,1,429,4,-4,4430,4430,5510,5700,-4,5700,5700,5700,150,310,310,310,310,310
248,2,9,1983,1,429,4,-4,4720,4720,5700,5700,5700,5700,5700,5700,2820,2820,2820,430,430,5700
249,1,8,1981,1,-5,4,4720,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
250,1,9,1981,1,-5,4,9130,-5,-5,-5,8500,6600,6260,-5,-5,-5,-5,-5,-5,-5,-5
251,1,4,1982,1,429,2,-4,-4,-4,5800,9620,9620,9620,9620,1040,1010,1010,1010,1010,1010,1010
252,2,7,1984,1,429,2,-4,-4,-4,4130,3410,3410,3410,3410,-4,4030,1110,1020,1020,710,1020
253,2,9,1984,1,-5,4,-4,-4,-4,4720,4720,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
254,1,8,1981,1,429,4,4720,4020,4020,4020,-4,-4,-4,1540,1540,8610,8610,8610,8610,8610,8610
255,2,7,1983,1,-5,4,-4,4060,4060,4760,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
256,1,8,1980,1,429,4,4940,-5,9350,5620,4950,910,4810,720,720,50,4800,4800,620,620,8620
257,1,5,1984,1,429,4,-4,-4,-4,4720,4950,5620,4720,8550,6510,5620,-4,-4,3620,3620,5620
258,1,11,1982,1,429,4,4950,-4,4130,9130,5860,7010,5120,5120,800,6420,5540,2310,2310,2340,2310
259,1,12,1981,1,-5,4,-4,-4,5260,9620,4220,500,5930,5930,-5,-5,-5,-5,-5,-5,-5
260,1,12,1980,1,429,1,8950,-4,4620,4620,7260,4600,4600,4600,4600,2540,2540,2540,2340,2340,2540
261,1,4,1983,1,429,1,-4,-4,-4,4220,5620,9360,9360,9360,9360,9360,7200,7200,7200,7200,7200
262,1,9,1980,1,-5,1,-4,-4,-4,-4,-4,5620,5620,4220,-4,4250,-4,4250,4250,4250,-5
263,1,7,1983,1,-5,1,-4,-4,-4,4140,-4,5620,5620,5620,4030,-5,6260,6260,-4,-4,-5
264,1,7,1982,1,429,4,-4,-4,-4,4720,4720,3650,9620,7420,7420,7420,9620,5610,5620,2540,2550
265,1,9,1983,1,429,2,-4,-4,-4,-4,4250,4250,4020,4020,4020,4020,4020,4020,4020,4020,4020
266,2,12,1980,1,429,4,4720,4760,4110,4110,4700,4700,5350,520,520,520,520,520,520,520,520
267,2,12,1980,1,429,4,4600,-4,-4,5260,3650,5700,420,420,4960,4960,4960,4700,4700,4700,4700
268,1,12,1981,1,429,2,-4,4760,4760,9620,3920,4350,4760,4760,4760,4760,430,50,4700,5400,3850
269,2,6,1981,1,-5,4,5620,-5,5860,5860,4720,4760,-5,-5,-5,-5,-5,-5,-5,-5,-5
270,2,1,1984,1,429,4,-4,-4,4110,5240,4720,4760,4760,4760,2000,2000,2000,2000,2010,2010,2010
271,2,8,1982,1,429,4,-4,-4,5400,4720,5240,4760,5240,5400,5400,5400,5400,5400,5400,-4,5400
272,2,9,1982,1,429,2,2750,-4,-4,4110,4430,4720,-4,4720,5400,4720,4720,310,310,4020,430
273,2,4,1983,1,-5,2,-4,-4,-4,-4,-4,4720,4720,4720,4720,-5,-5,-5,5400,5260,-5
274,2,8,1980,1,-5,2,-4,-4,-5,-5,5610,3410,3410,3410,4720,3410,3410,3410,3410,3410,-5
275,1,12,1980,1,-5,2,4140,4140,4020,4020,4020,6230,6240,9620,7310,-5,7310,9140,2750,2750,-5
276,2,1,1982,1,429,2,-4,4060,4060,8100,8100,-5,8100,8100,8100,8100,-4,-4,-5,4520,5620
277,1,2,1984,1,-5,2,-4,-4,-4,-5,4250,9610,9610,-5,-5,-5,-5,4500,-5,-5,-5
278,1,9,1980,1,429,4,4720,2000,3410,3410,5610,5610,5610,4960,4700,4700,4700,4700,4700,4700,4700
279,1,4,1981,1,-5,4,2720,-4,2720,-5,1540,-5,-5,-5,-5,-5,-5,-5,-5,1360,-5
280,1,5,1983,1,-5,4,-4,-4,2000,2720,4740,-4,1310,220,-5,1360,1360,-5,1360,-5,-5
281,1,12,1984,1,429,1,-4,-4,4720,4030,4030,9130,9130,6600,4110,9720,9720,6400,6400,6400,4110
282,1,6,1980,1,429,4,4140,4030,4030,6350,-5,4700,4700,4700,4700,4700,4700,4700,4700,5620,5620
283,1,5,1984,1,429,4,-4,-4,-4,-4,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620
284,2,3,1981,1,429,1,2340,-4,-4,4700,4760,1720,4110,5930,4700,4700,4700,4700,-4,-4,2000
285,1,2,1981,1,429,4,-4,-4,5620,5620,4220,4110,5620,4700,-5,-5,4700,4700,4700,4700,120
286,2,9,1984,1,429,4,-4,-4,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,3600
287,1,5,1980,1,429,4,4220,4720,9620,9840,9840,9840,9840,9840,9840,6320,6320,6320,6320,6320,6320
288,2,10,1983,1,429,4,-4,4720,-4,4430,4430,4000,4000,4000,4700,4700,4700,4700,4700,4700,4700
289,2,10,1984,1,429,4,-4,-4,-4,-4,3920,4760,-5,5400,5400,4610,4610,2340,2340,2340,2340
290,2,1,1984,1,429,4,-4,4250,4250,4720,9610,4760,4760,2310,2310,2310,4110,4110,2310,4110,4110
291,2,6,1980,1,429,4,-4,7720,4940,4720,8740,410,4950,4720,4720,9620,4700,4700,4700,-4,-4
292,2,9,1984,1,429,1,-4,4600,-4,7750,4760,-4,4150,4610,4610,4610,4610,4610,4610,4610,4610
293,2,11,1983,1,429,2,-4,-4,-4,5400,4950,4110,5020,2630,2630,2630,5700,2630,2630,4840,2630
294,1,5,1982,1,429,2,-4,8510,8510,5520,4820,5020,5510,5840,4760,5510,9040,9040,9040,9040,9040
295,2,9,1984,1,429,2,-4,-4,-4,5400,5400,5620,5620,5620,4760,5620,8740,8740,5400,4230,2010
296,2,12,1981,1,429,2,4220,4720,4600,5240,5240,5700,5700,5700,5700,5840,5840,5700,5840,5840,5600
297,1,7,1984,1,429,2,-4,-4,-4,4220,5400,5520,5520,-5,9640,-5,9640,9640,9640,9640,5610
298,2,6,1983,1,429,4,-4,-4,4760,4760,4760,5700,5700,3410,3410,5700,4000,4000,5400,5400,430
299,1,5,1981,1,429,4,5620,4720,-5,-5,-5,4700,4700,4700,4700,4700,9130,5400,4760,4760,4760
300,2,5,1984,1,429,4,-4,-4,4720,4720,5400,-4,-4,2310,2310,2310,4600,-4,-4,-4,3600
301,2,12,1981,1,-5,4,-4,4620,4150,4150,-5,-5,-5,2310,-5,-5,2320,2320,-5,2320,-5
302,2,3,1984,1,-5,4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
303,2,9,1980,1,429,4,4130,4130,4130,5820,5820,4110,-5,2340,-5,-5,3640,3640,-4,-4,350
304,1,2,1983,1,429,4,9610,4140,4140,9610,4760,5400,-5,5400,5400,5400,5400,2140,2140,810,810
305,2,2,1983,1,429,4,-4,-4,-4,-4,2000,-4,-5,-4,-4,2540,2540,-4,2330,2330,2330
306,2,2,1980,1,429,4,4720,2320,2320,2320,2320,-5,-5,2010,3130,-5,3130,-4,2300,2300,2300
307,2,5,1980,1,429,4,4720,2340,4130,4130,4130,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320
308,1,4,1981,1,-5,4,-4,7340,4610,5000,5000,-5,5000,4710,4710,-5,4710,4710,4710,4840,-5
309,2,4,1981,1,429,4,4620,4600,2060,2060,2340,-5,-5,2010,2010,-5,2310,2310,2310,2300,2300
310,2,6,1982,1,-5,4,4620,4600,5610,-5,-5,-5,-5,-5,2060,-5,2060,-4,-4,-5,-5
311,1,3,1982,1,-5,4,4020,4240,4240,4240,4240,-3,-3,-3,2720,4240,4240,4240,4240,4240,-5
312,2,7,1982,1,-5,4,4130,4130,4720,4610,4610,4610,4610,5700,5700,5700,5220,2140,2140,-5,-5
313,2,4,1981,1,429,4,3950,4060,5020,4110,3920,5120,5120,5120,5120,5120,5120,5120,5120,-4,-4
314,1,10,1984,1,-5,4,-4,-4,4250,4110,4110,1110,1110,1110,1110,1110,1110,1110,-5,-5,-5
315,2,1,1982,1,429,4,-4,4720,5700,4720,5700,5700,5700,5400,5400,5400,5400,5400,-4,4050,3650
316,1,4,1982,1,-5,4,-4,5240,4760,4760,-5,-5,-5,-5,-5,4760,4820,4820,-5,-5,-5
317,2,8,1980,1,-5,2,-4,4050,4700,4700,-5,910,910,910,5330,5330,5330,5330,-5,-5,-5
318,1,2,1983,1,-5,4,-4,-4,5620,5620,5620,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
319,2,3,1983,1,-5,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
320,2,7,1982,1,-5,4,-4,-5,5400,4620,4760,20,-5,-5,-5,-5,-5,-5,-5,-5,-5
321,1,10,1981,1,429,4,9620,430,6440,6440,6440,6440,6440,6210,6600,6440,6440,6440,6440,6440,6440
322,2,6,1982,1,429,4,-4,-4,-4,4600,5810,5810,5810,5810,5700,5700,5700,5930,5930,4600,2330
323,1,3,1980,1,429,4,2440,1110,-4,-4,-4,5610,5610,1040,1040,1010,1010,1010,1020,1020,1020
324,1,6,1980,1,-5,4,-4,-4,9130,-5,5610,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
325,1,9,1984,1,429,4,-4,-4,-4,4600,4600,4620,4620,4620,9350,2720,2720,2720,2720,-4,2320
326,2,3,1980,1,429,4,5260,-5,5260,5260,4600,4600,5400,5400,5000,5000,620,620,620,-5,620
327,2,1,1983,1,429,4,-4,-4,4620,4110,4110,5700,5700,4760,4760,2310,2310,2320,2320,2320,2320
328,1,3,1984,1,-5,4,-4,4600,4600,4600,4600,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
329,1,2,1984,1,-5,4,-4,-4,-4,4720,4720,8830,4030,4720,2320,2320,2320,2320,2320,-5,-5
330,1,6,1982,1,-5,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
331,2,4,1980,1,429,4,9620,-5,4720,5400,-5,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400
332,1,1,1980,1,429,4,4720,9620,5120,5620,5120,4710,4710,4710,4700,4700,5120,5120,5120,120,430
333,2,8,1982,1,429,4,-4,-4,4150,4720,4720,4520,4520,4520,4520,4520,5400,5400,3650,3650,3650
334,2,1,1984,1,429,4,-4,-4,4720,3950,-3,4760,4760,620,4820,5240,5240,5240,-5,430,430
335,2,6,1980,1,429,4,3950,-4,3950,3950,3950,-5,-5,-5,4350,-5,-5,2910,-5,-5,4340
336,1,2,1982,1,429,1,2000,-4,4060,4060,4620,5620,5620,2320,2320,2320,2320,2320,2310,2310,2310
337,1,7,1983,1,429,4,-4,-4,4720,5620,4760,4760,4760,800,800,800,1000,1000,1000,1000,800
338,2,4,1981,1,429,4,-4,-4,5400,2630,-4,110,110,2630,2630,2630,-5,2630,-4,2200,3030
339,2,9,1981,1,429,4,-4,5400,5860,5860,5860,620,620,2010,620,620,3130,3130,3130,3130,3130
340,1,12,1981,1,429,4,-4,-4,2540,7750,7750,2320,2320,-4,2720,2540,-4,-4,-4,-4,3150
341,1,12,1983,1,429,4,-4,-4,2540,-4,-4,2440,2440,2440,1110,430,430,5630,160,160,1540
342,1,3,1982,1,429,4,-4,4150,4120,4760,4760,9600,7750,910,5410,710,4950,4950,2140,2140,4760
343,1,3,1984,1,429,4,-4,-4,6260,-4,-4,4430,5620,-4,5620,4130,4130,-4,-4,4720,4220
344,1,3,1984,1,429,4,-4,-4,6260,-5,6260,4050,4050,9750,-5,9750,4010,3630,2150,4720,9600
345,1,3,1984,1,429,4,-4,-4,-4,-4,4110,9620,4020,-4,6050,6050,6050,-4,2150,2150,9600
346,1,5,1984,1,429,2,-4,-4,3850,4060,9990,9620,-5,-5,6350,-5,4000,6350,4760,5000,9600
347,1,9,1981,1,-5,2,-4,-4,-4,4130,4130,4130,4040,4040,4110,4110,4110,4110,4110,4110,-5
348,1,8,1983,1,-5,2,-4,-4,-4,4020,4020,4050,4050,9720,9720,9720,9720,9720,4720,4010,-5
349,1,1,1984,1,-5,2,-4,-4,-4,6420,-4,4020,-4,9620,8950,6260,6260,4220,7620,6520,-5
350,1,2,1984,1,429,4,-4,-4,-4,4720,4720,2630,2630,2630,2630,-5,2630,6230,6230,6230,6230
351,2,6,1981,1,429,2,-4,-4,4700,4700,4700,-5,-5,-5,4700,-5,4700,-5,-5,4700,4700
352,2,6,1981,1,-5,2,-4,-4,-5,9640,5860,-5,-5,-5,-5,-5,-5,620,-5,-5,-5
353,2,9,1982,1,-5,2,-4,-5,4720,4720,4010,5400,4720,5240,5240,-5,-5,620,-5,-5,-5
354,2,7,1982,1,429,2,-4,-4,-4,5400,5400,-5,-5,-5,-5,5000,5000,5000,5000,5000,5000
355,2,12,1980,1,429,2,-4,5810,-5,430,5700,-4,-4,5700,5700,5700,5700,5700,620,430,430
356,2,10,1982,1,429,2,-4,-4,-5,-4,-4,8740,8740,8740,8740,8740,8740,8740,5420,5420,5420
357,1,9,1981,1,429,2,-4,-4,8960,5610,5610,3920,3920,3920,430,430,540,540,540,540,540
358,1,2,1983,1,429,2,-4,-4,-4,-4,8000,8650,8650,8650,8000,8740,8740,8740,8740,8740,8740
359,2,1,1983,1,429,2,-4,-4,-4,5260,4920,5330,5330,120,910,5160,5160,5160,-4,5600,5600
360,1,9,1984,1,429,2,-4,-4,-4,-4,4060,3920,3920,-5,1810,-5,-5,730,20,4710,4710
361,1,8,1980,1,-5,2,4250,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
362,2,4,1981,1,429,2,2540,4140,4430,5400,5400,5400,4760,4760,5810,5400,5400,5420,5420,5420,5420
363,2,11,1983,1,429,2,-4,-4,-4,-4,4060,3620,3620,3620,5400,5400,5400,5400,5400,2860,5400
364,2,7,1984,1,-5,2,-4,-4,-4,4150,4150,5160,5160,5160,5160,4820,-5,-5,120,-5,-5
365,2,2,1982,1,429,2,-4,5700,4720,1640,1640,5700,5700,5700,5700,5860,5860,5110,5110,-4,4220
366,2,8,1980,1,429,2,5620,-4,-4,-4,5700,2310,2310,2310,2310,3850,3850,3850,3850,3850,3850
367,1,6,1981,1,429,2,-4,-4,4720,7960,4950,5610,5620,9600,5610,8960,9620,9620,5000,1540,1540
368,2,4,1981,1,429,2,-4,-4,4720,4010,5930,5930,3510,3510,5900,3510,3510,3510,3510,3530,3510
369,1,7,1984,1,-5,2,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
370,1,6,1981,1,429,2,-4,9130,9130,9130,9130,-4,-5,-5,-5,-5,-5,9130,9130,9130,9130
371,2,12,1982,1,429,2,-4,-4,4110,4110,4110,-5,5620,4110,-5,4110,4110,4110,-4,4110,4110
372,1,6,1983,1,429,2,-4,-4,-4,-4,5620,5620,5620,8960,8960,8960,8960,9630,9630,8960,8960
373,2,8,1984,1,429,2,-4,-4,-4,-4,-4,4600,4720,5260,620,4940,4940,4940,4940,4760,4940
374,2,9,1981,1,-5,4,-4,-4,5400,5810,5810,5810,3650,3650,3650,3650,3650,-5,3650,-4,-5
375,1,7,1982,1,-5,1,-4,8960,-5,9620,9620,5260,-5,-5,-5,-5,-5,-5,-5,-5,-5
376,1,3,1981,1,429,1,-4,4720,5160,5160,5160,5240,120,4820,4820,120,120,120,120,120,120
377,2,12,1984,1,429,1,-4,-4,-4,-4,-4,-4,-4,3920,3920,-5,3920,3920,3920,3920,3920
378,1,2,1984,1,429,1,-4,-4,-4,-4,-4,9620,9620,5240,5160,910,910,910,910,910,910
379,2,11,1980,1,-5,2,4600,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
380,1,2,1983,1,-5,4,-4,-4,2340,4020,4020,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5
381,1,1,1980,1,-5,2,-4,9610,-5,-5,-5,-5,-5,-5,-5,7200,-5,-5,-5,-5,-5
382,2,1,1980,1,429,4,-4,4720,3650,3650,4030,-5,2540,2540,2540,2540,2310,2310,2310,2310,2310
383,2,2,1984,1,-5,4,-4,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
384,1,11,1983,1,-5,2,-4,-4,-4,-4,4760,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
385,1,12,1981,1,429,2,-4,5620,5620,4110,9130,6260,6720,6260,6260,6260,1010,1010,1010,1010,5620
386,1,6,1980,1,429,2,-4,4720,5240,4850,4760,4840,4840,4840,4810,4810,-4,4840,4800,4800,4800
387,2,1,1983,1,429,2,-4,-4,4740,4740,-4,5860,5400,5700,5700,5700,5160,5000,5000,4600,5160
388,2,1,1982,1,-5,2,-4,-4,-4,-4,5700,5700,-4,-4,-4,-5,4110,4110,4720,4720,-5
389,2,6,1981,1,-5,4,-4,5240,4600,2540,2540,-5,-5,-5,-5,-5,-5,2600,-5,-5,-5
390,2,3,1983,1,429,4,-4,-4,-4,-4,4760,4050,2340,2340,2340,2340,3410,3410,3410,3410,5820
391,1,3,1980,1,429,4,-4,-4,-4,-5,-3,5320,5320,5320,1550,1550,1550,1550,1550,1550,1550
392,1,1,1980,1,429,2,5620,4650,3920,3920,3920,4760,4760,4720,4700,540,540,540,540,540,540
393,1,9,1983,1,429,2,-4,-4,-4,-4,-4,4720,5240,-4,5700,4760,4760,4130,4110,5120,6260
394,1,10,1984,1,429,2,-4,-4,6350,-4,4220,6260,6260,6260,6260,6260,6200,7300,7300,7000,6200
395,1,8,1984,1,429,4,-4,4110,4110,4110,4110,4110,5810,4700,4700,4700,4700,4700,4700,4700,910
396,1,9,1983,1,429,4,-4,-4,4950,4760,4760,9130,4130,1540,1540,1540,1540,1540,1540,1540,1300
397,1,4,1982,1,429,2,-4,4720,-4,6260,6260,9720,6230,6230,-4,6230,-5,-5,-5,6230,6230
398,1,8,1980,1,429,2,-4,-4,-4,-4,4760,5820,5820,5820,5820,3400,3400,3400,3400,3400,3400
399,1,9,1980,1,-5,3,-4,-4,5860,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
400,2,7,1982,1,-5,3,-4,-4,4760,4760,6420,-5,-5,-5,-5,-5,-5,-5,-5,410,-5
401,1,6,1984,1,429,4,-4,-4,-4,-4,-4,-3,-5,-3,-5,-3,-3,-3,-4,-4,-4
402,2,7,1984,1,429,4,-4,-4,-4,-4,-4,4110,4110,4110,4110,3640,3640,3640,3640,5930,3640
403,2,2,1984,1,429,1,-4,4220,5400,5400,-4,-4,-4,3600,3600,-4,4600,4600,-4,-4,-4
404,1,3,1980,1,429,4,8140,8140,8140,-4,4760,4760,1060,1060,5600,5600,5600,530,5600,5600,1430
405,1,9,1981,1,-5,4,8030,8030,8950,8950,-4,4850,4850,1040,-5,-5,-5,-5,-5,-5,-5
406,2,6,1983,1,-5,4,-4,9620,9620,9620,9620,4760,4760,4840,4840,2310,-5,-5,-5,-5,-5
407,2,10,1981,1,429,2,-4,-4,-4,-4,5260,5260,5260,-4,-4,-4,-4,4610,4610,-4,-4
408,1,5,1980,1,429,1,-4,4760,4720,4760,5240,5240,5820,5700,5700,5700,5700,5700,5700,5700,5600
409,2,12,1980,1,429,1,-4,4720,9640,4010,4720,4720,3920,3920,3920,3920,3500,3500,3500,3500,3500
410,1,10,1980,1,429,2,-4,-4,3600,5620,9620,9620,-4,210,6200,6200,6260,-5,-5,-5,6420
411,2,2,1980,1,429,2,9990,4720,4720,5400,3920,3920,9350,-4,-4,-4,-4,-4,-4,-4,4220
412,1,2,1982,1,429,2,4220,-4,-4,3920,3920,-4,-4,4760,4760,-4,1860,1860,-4,-4,2540
413,1,7,1980,1,429,1,-4,9620,9620,5410,5410,4230,4230,4230,4230,3920,3920,3920,3920,9120,9120
414,2,7,1980,1,429,1,5400,-4,-4,-5,4720,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4
415,2,12,1981,1,429,4,5400,5260,2540,4220,4600,4600,2310,2310,2310,2310,2300,2300,2300,2300,2300
416,2,7,1980,1,429,4,-4,5320,2630,5860,2200,1960,1960,2200,2100,2100,2100,2100,2100,2100,2100
417,2,5,1983,1,-5,4,-4,-4,4130,4760,4760,4760,-4,5120,5700,5700,5700,50,50,50,-5
418,1,5,1983,1,-5,4,-4,-5,7310,7310,9610,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
419,1,2,1984,1,429,4,-4,-4,-4,-4,-4,4850,4850,4850,4850,4850,-4,-4,2720,2720,2720
420,1,3,1980,1,429,4,-4,6320,9130,9130,9130,-4,1540,1540,1300,1300,1300,1300,1300,1300,1300
421,1,8,1982,1,-5,4,-4,5240,4950,-4,-4,5620,5600,5600,5600,5600,5600,5600,5600,5600,-5
422,1,1,1981,1,429,3,-4,-4,2340,4250,9620,9620,9640,9640,9640,6940,9620,3530,3530,3530,3530
423,2,1,1984,1,429,3,-4,4600,-4,-4,-4,4600,2540,2540,2540,2540,2540,2540,2540,2540,2540
424,2,6,1984,1,429,2,-4,-4,-4,4760,5700,2340,2340,2340,2340,5700,520,520,520,520,4850
425,2,8,1982,1,429,4,2310,4740,4740,4760,4760,4700,4760,4760,2310,2300,2320,2320,2320,2320,2320
426,2,12,1980,1,429,2,-4,-4,-4,5400,5400,4510,4320,-4,3920,4650,4650,4650,4720,20,4220
427,1,11,1981,1,429,2,-4,-4,4620,-5,-5,9130,-5,-5,-5,-5,-5,-5,6260,-5,7340
428,2,11,1984,1,-5,2,-4,-4,-4,-4,-5,4720,4720,4720,-5,4700,-5,4700,4700,5620,-5
429,1,1,1981,1,429,4,-4,-4,4220,4220,4220,4220,4220,4220,-4,-4,-4,-4,-4,410,410
430,1,3,1983,1,-5,4,-4,-4,-4,4220,4220,4710,-4,-4,3910,3920,3920,-5,-5,-5,-5
431,2,10,1984,1,-5,2,-4,-4,-4,5400,5400,-4,1960,1960,4720,4720,-5,-5,-5,-5,-5
432,1,2,1981,1,429,2,4220,-4,6420,6420,8810,-5,-5,-5,4710,4710,220,220,220,220,220
433,2,9,1984,1,429,2,-4,-4,-4,-4,5260,5160,-5,-5,-5,4600,4600,4600,4600,4600,4600
434,1,4,1982,1,429,4,-4,5510,4220,50,9620,4760,4760,9610,710,-5,7700,7700,1810,5000,710
435,2,6,1981,1,429,2,-4,-4,-4,-5,-5,-5,-5,-5,3920,3920,5700,5700,3920,5700,5700
436,2,2,1982,1,429,2,-4,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,210,6050,6050
437,2,7,1981,1,429,2,-4,4760,-4,5020,5240,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
438,1,3,1983,1,429,2,-4,-4,9620,8300,-4,9620,9620,5620,5620,5620,5620,5620,5620,5620,5620
439,2,5,1984,1,429,2,-4,4760,4760,4760,-4,4600,-4,5620,5620,5620,5620,-4,4610,4610,4610
440,1,8,1980,1,429,2,-4,-4,7750,4760,4020,4200,7200,7200,7200,7200,7200,7200,7200,7200,7120
441,1,1,1982,1,429,2,-4,7750,-4,5620,7200,4760,4760,7020,7020,310,310,7200,7200,7200,7200
442,2,3,1981,1,429,2,-4,5240,4720,3640,3640,-5,-5,-5,-5,-5,3640,3640,3640,3640,5400
443,1,6,1980,1,429,2,-4,-4,4130,8540,8960,6420,6420,6420,-5,9600,4130,4130,4130,4130,4130
444,2,2,1982,1,429,2,-4,-4,-4,4600,4940,4940,4940,5260,-5,4700,4220,4220,-4,9640,4760
445,1,1,1981,1,429,2,-4,-5,-5,-5,-5,3300,3300,3300,3300,9620,8960,8960,8260,8260,4720
446,1,2,1983,1,429,2,-4,-4,6420,5520,5520,5520,5520,6200,6200,9000,9000,9000,9000,9000,9140
447,2,9,1983,1,429,2,-4,-4,-4,4760,4760,-4,-4,-4,7950,4720,4720,4720,-4,5400,4700
448,2,9,1983,1,429,2,-4,-4,-4,-4,-4,-4,-4,-4,4620,4620,3600,4620,4620,4620,4620
449,2,9,1984,1,-5,2,-4,-4,-4,-4,5400,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
450,2,11,1980,1,429,2,-4,-5,4720,9750,4720,5400,5400,5400,5400,5400,5400,5400,5400,-4,4720
451,1,9,1983,1,429,2,-4,-5,4140,4140,6230,8810,8540,8960,8960,8960,8960,8960,8960,8960,8960
452,2,3,1981,1,429,2,4720,-5,7850,-5,-5,7850,-4,-4,410,410,4600,4600,-4,4230,4600
