A0002500,R0000100,R0214700,R0214800,R0828000,R0945300,R1255700,R1650500,R1923100,R2317900,R2525700,R2924700,R3127400,R3523100,R3728100,R4193700,R4587901,R5270900,R6473700,R6592900
VERSION_R25_2012,CASEID_1979,SAMPLE_RACE_78SCRN,SAMPLE_SEX_1979,CPSOCC80_1982,CPSOCC80_1983,CPSOCC80_1984,CPSOCC80_1985,CPSOCC80_1986,CPSOCC80_1987,CPSOCC80_1988,CPSOCC80_1989,CPSOCC80_1990,CPSOCC80_1991,CPSOCC80_1992,CPSOCC80_1993,CPSOCC80_1994,CPSOCC80_1996,CPSOCC80_1998,CPSOCC80_01_2000
445,2986,3,1,435,435,276,-4,-4,-4,84,88,88,88,-5,-5,-5,-5,-5,-5
445,2987,3,2,313,313,19,313,19,19,15,197,337,19,256,197,389,19,19,19
445,2988,3,1,274,223,163,19,256,33,7,23,7,13,185,19,19,256,166,19
445,2989,3,1,357,459,274,329,274,197,178,178,234,19,376,19,376,375,7,7
445,2990,3,2,276,313,313,315,313,313,313,379,313,313,379,313,313,319,679,679
445,2991,3,2,276,19,19,19,33,19,379,19,19,19,19,303,303,19,375,375
445,2992,3,1,-5,877,-5,274,268,804,804,805,268,257,268,-5,-5,-5,-5,-5
445,2993,3,2,-5,275,276,316,313,275,275,468,313,375,377,375,376,313,435,435
445,2994,3,1,19,318,558,19,19,376,243,503,19,259,37,19,263,243,19,274
445,2995,3,2,55,785,55,-5,547,-4,-4,-4,-4,-4,-4,516,785,785,683,785
445,2996,3,1,436,433,253,805,363,19,803,243,19,19,19,276,498,498,479,479
445,2997,3,1,19,19,558,558,558,558,633,633,19,19,19,633,633,19,19,19
445,2998,3,1,33,365,365,364,364,19,19,19,19,364,13,19,19,19,376,376
445,2999,3,1,-5,275,275,243,243,19,19,269,19,269,269,269,243,243,19,19
445,3000,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3001,3,2,784,784,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3002,1,1,888,813,686,885,357,-5,806,804,16,453,19,16,453,547,507,-5
445,3003,2,1,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,3004,2,2,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-5,-5,-4,-4,-4,-4
445,3005,1,1,194,194,194,889,186,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3006,2,2,458,274,305,319,426,318,889,318,379,-5,-5,-5,-5,-5,-5,19
445,3007,2,2,-4,-4,-4,-4,264,308,313,308,313,-5,-5,-5,-5,-5,-5,-5
445,3008,2,1,255,255,19,433,255,255,-5,19,307,453,385,-4,385,-5,-5,-5
445,3009,2,2,378,315,356,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,436
445,3010,2,2,308,308,-4,308,385,174,207,207,207,207,447,-4,-4,207,95,95
445,3011,3,2,256,256,256,19,558,274,166,166,163,256,243,195,195,19,19,26
445,3012,3,2,274,447,89,446,208,206,446,15,15,446,207,446,446,447,447,447
445,3013,3,2,-5,276,686,274,437,276,888,277,385,889,-4,-4,-4,-4,-4,-5
445,3014,1,2,888,888,588,888,888,313,754,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,3015,3,1,185,256,274,188,19,19,774,194,188,185,185,185,185,185,-5,-5
445,3016,3,1,468,174,159,195,384,195,195,195,195,183,195,195,195,19,197,19
445,3017,3,1,365,274,229,229,229,229,19,19,19,25,19,19,64,64,19,19
445,3018,3,1,276,276,19,276,-4,19,364,364,365,883,888,308,308,633,633,633
445,3019,3,1,434,434,159,157,387,434,138,5,157,34,14,999,157,157,157,157
445,3020,3,2,276,383,347,7,376,389,313,434,434,434,-4,-4,276,276,-4,-4
445,3021,3,2,435,434,435,435,435,276,276,274,243,274,-4,-4,-4,-4,283,-4
445,3022,3,1,318,243,19,243,19,243,-3,243,243,19,19,365,33,19,-5,19
445,3023,3,2,-3,313,445,445,445,445,445,678,319,445,445,319,319,235,235,235
445,3024,3,1,637,769,684,637,637,637,44,56,229,56,56,59,59,233,233,229
445,3025,3,2,313,313,383,383,383,313,313,-4,-4,313,303,468,468,-4,-4,-4
445,3026,3,1,434,434,434,769,434,433,779,255,259,19,253,804,-5,-5,-5,-5
445,3027,2,2,337,389,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,387,-5
445,3028,2,1,523,55,186,549,59,19,805,804,453,365,447,-4,-4,-4,228,228
445,3029,2,1,426,364,364,359,805,734,883,877,877,19,37,455,455,-5,-5,-5
445,3030,2,1,889,424,424,759,426,558,453,453,174,447,-5,-5,-5,-5,-5,-5
445,3031,1,1,319,316,276,174,174,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3032,2,1,-4,-4,453,453,174,877,453,453,453,453,453,453,453,453,453,453
445,3033,2,1,339,23,23,229,229,229,64,64,64,308,74,19,19,235,19,-5
445,3034,3,2,337,337,337,375,389,385,354,308,354,385,385,354,354,354,354,-5
445,3035,3,2,-4,276,276,276,888,888,888,888,276,276,276,276,276,19,19,385
445,3036,3,2,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313
445,3037,3,1,354,354,354,354,354,354,17,307,17,17,17,354,354,17,17,17
445,3038,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
445,3039,3,1,364,369,364,28,33,28,19,363,365,19,365,365,633,633,19,19
445,3040,3,2,319,319,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,3041,3,2,647,-4,435,435,435,-4,-4,277,277,443,435,435,443,443,-4,379
445,3042,3,2,313,315,319,376,313,313,313,313,313,313,313,313,337,337,389,389
445,3043,3,2,-4,276,738,738,785,785,-4,276,276,276,276,243,243,96,446,-5
445,3044,3,1,869,-4,777,777,869,-5,-5,855,-5,844,-5,844,-5,-5,-5,-5
445,3045,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,3046,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,313,313,313,313,313,313
445,3047,3,2,453,-4,-4,579,579,577,275,579,364,805,804,447,-5,796,796,-5
445,3048,3,2,274,315,315,389,386,15,336,19,37,205,205,15,15,15,15,15
445,3049,3,2,405,479,-4,-4,-4,-4,276,877,276,-4,449,453,276,276,19,19
445,3050,3,1,777,487,869,804,804,804,516,507,567,869,594,567,567,598,598,777
445,3051,3,2,274,479,487,446,446,159,447,27,158,387,158,447,453,449,276,276
445,3052,3,1,889,889,689,856,856,889,889,779,856,779,547,889,889,655,779,-5
445,3053,3,2,338,338,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3054,3,2,313,59,389,877,435,55,213,-4,-4,-4,-4,785,785,889,779,434
445,3055,3,1,579,889,453,883,869,588,599,869,889,889,849,849,849,558,307,307
445,3056,3,1,309,308,889,777,719,637,719,705,747,677,877,856,796,689,689,689
445,3057,3,2,-4,-4,-4,-4,-4,-4,105,105,319,313,375,313,379,19,19,439
445,3058,3,2,313,274,307,274,313,313,313,313,328,379,27,435,435,435,19,37
445,3059,3,1,889,755,486,486,486,558,486,805,804,804,806,804,804,804,804,804
445,3060,3,1,577,575,576,576,577,577,577,577,527,577,577,577,577,577,577,555
445,3061,3,2,156,156,159,157,159,159,156,156,156,158,156,156,156,156,158,158
445,3062,3,1,5,55,274,13,13,274,243,13,243,243,19,243,243,243,13,19
445,3063,3,1,869,889,804,777,588,783,783,783,783,777,783,869,869,783,783,783
445,3064,2,2,308,434,435,274,453,877,338,338,-4,-4,-4,-4,-4,-5,-5,-5
445,3065,2,2,387,387,155,468,155,155,155,155,387,155,387,-5,-5,-5,-5,-5
445,3066,2,2,809,809,359,359,-4,-4,274,468,316,-4,-4,-4,-4,-5,-5,-5
445,3067,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3068,2,2,308,338,-4,-4,315,313,37,308,315,347,-5,313,327,327,327,327
445,3069,2,2,447,319,313,313,385,376,318,313,313,313,319,313,313,19,19,313
445,3070,2,1,-4,-4,437,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3071,2,1,748,276,-4,-4,337,424,689,796,-5,364,274,889,856,276,276,877
445,3072,2,1,453,276,547,28,877,444,365,356,453,878,439,439,439,443,447,426
445,3073,2,2,389,376,389,-4,-4,437,877,385,385,-5,-5,-5,385,285,426,264
445,3074,2,2,447,-4,-4,-4,-4,357,355,449,319,447,447,-4,-4,-4,426,447
445,3075,2,2,446,444,446,446,444,97,446,446,446,453,453,449,453,-4,679,313
445,3076,2,2,276,467,105,175,175,19,163,446,163,99,99,159,99,175,174,174
445,3077,2,1,805,805,453,453,804,804,365,889,488,889,883,877,877,889,889,889
445,3078,2,2,319,308,19,389,235,418,364,156,156,156,-5,-5,-5,-5,-5,-5
445,3079,3,2,313,313,313,313,-4,-4,-4,264,274,274,174,447,447,447,447,207
445,3080,3,2,315,438,453,274,274,337,379,264,316,274,447,447,447,447,467,467
445,3081,3,2,444,433,433,433,433,433,438,19,436,444,19,-4,19,19,433,433
445,3082,3,1,567,569,365,567,595,19,567,595,567,567,-5,-5,-5,-5,-5,-5
445,3083,3,1,505,505,505,505,505,243,19,505,505,516,503,-5,-5,-5,508,508
445,3084,3,1,869,365,558,19,13,19,19,259,19,19,307,19,19,19,59,243
445,3085,3,2,453,-4,23,23,23,23,23,337,19,337,23,19,23,19,7,7
445,3086,3,1,579,275,424,449,426,274,274,259,259,259,259,285,259,259,274,-5
445,3087,3,1,-5,-5,-5,-5,-5,-5,-5,567,869,653,725,596,653,653,653,653
445,3088,3,1,-5,-5,-5,-5,-5,-5,-5,-5,597,653,869,869,869,597,653,653
445,3089,3,1,436,437,437,433,433,433,19,433,436,436,579,36,36,285,285,285
445,3090,3,2,313,313,313,313,313,313,313,313,-5,313,313,-5,313,-5,-5,-5
445,3091,3,2,-4,-4,-4,199,157,364,883,364,313,313,313,365,365,19,379,379
445,3092,3,1,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3093,3,2,276,243,276,-4,-4,-4,-4,-4,-4,434,434,434,785,785,525,469
445,3094,3,2,-4,437,588,888,405,406,406,-4,406,-4,-4,-4,-4,277,434,434
445,3095,3,2,435,434,-4,435,434,434,439,434,433,469,443,433,19,243,243,243
445,3096,3,2,313,313,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27
445,3097,3,1,437,308,159,558,-4,707,7,7,23,64,64,64,64,65,65,65
445,3098,3,2,889,366,585,883,585,585,585,585,585,585,585,585,585,889,365,365
445,3099,3,2,276,438,444,444,316,27,27,27,8,27,8,8,8,8,8,8
445,3100,3,1,359,359,418,418,418,418,418,418,418,418,418,426,426,418,418,418
445,3101,3,2,444,435,418,438,426,-4,435,435,-4,-4,-4,-4,-4,-4,-4,-4
445,3102,3,1,194,194,86,487,453,453,203,208,208,95,95,95,95,95,95,95
445,3103,3,1,777,777,437,453,453,453,567,584,573,573,573,573,573,558,558,558
445,3104,3,1,278,278,278,865,805,496,567,453,567,853,567,869,505,505,505,505
445,3105,3,2,436,-4,274,274,348,-4,-4,-4,435,447,447,447,447,447,447,447
445,3106,3,2,405,433,435,444,433,19,444,406,435,435,276,276,158,406,407,14
445,3107,3,2,-4,438,276,276,274,276,274,383,383,383,303,383,383,25,389,389
445,3108,3,2,383,383,383,383,383,19,19,243,503,337,313,313,337,274,274,274
445,3109,3,2,433,435,433,276,435,379,19,174,105,19,19,19,19,19,163,163
445,3110,3,2,459,95,207,95,95,446,447,243,446,-4,-4,-4,-4,-5,-5,-5
445,3111,3,2,313,313,313,313,337,23,23,23,23,23,23,23,19,305,26,26
445,3112,3,2,888,206,206,203,206,203,206,208,206,208,208,206,206,206,208,15
445,3113,3,2,276,-4,274,274,274,256,264,264,274,264,264,276,276,19,13,13
445,3114,3,1,888,-4,885,885,885,885,885,885,885,885,849,549,516,-5,516,516
445,3115,3,2,313,313,313,315,19,313,37,344,339,23,19,389,389,389,19,-4
445,3116,3,1,825,825,889,777,684,567,889,707,707,889,707,707,707,777,707,779
445,3117,3,2,313,313,276,274,438,446,95,95,95,95,831,95,95,84,19,19
445,3118,3,2,313,444,313,315,313,23,313,313,308,308,308,213,213,19,323,323
445,3119,3,2,744,274,889,877,744,744,668,213,785,544,785,785,785,785,78,78
445,3120,3,2,-4,435,437,438,444,435,204,445,204,445,445,85,-5,445,-4,-4
445,3121,3,2,274,274,274,-4,-4,-4,468,468,468,-4,-4,-4,-4,-4,313,313
445,3122,3,2,313,313,313,313,313,313,313,313,415,313,313,313,313,313,313,313
445,3123,3,1,804,805,805,804,804,274,263,263,243,263,263,263,263,274,19,19
445,3124,3,1,805,805,805,805,806,558,805,804,446,446,417,106,106,106,203,203
445,3125,3,1,804,805,274,805,805,274,804,806,806,805,806,806,806,806,806,806
445,3126,3,1,437,-5,-5,-5,-5,-5,365,-5,275,-5,-5,-5,259,-5,-5,-5
445,3127,3,1,885,885,885,389,805,274,269,269,269,19,269,269,269,269,274,274
445,3128,3,1,458,437,444,869,453,516,579,208,19,235,717,208,208,208,208,208
445,3129,3,2,439,447,446,208,89,276,276,276,276,-4,-4,-4,-4,-4,-4,-4
445,3130,3,2,163,313,313,389,23,-5,178,-5,-5,178,178,178,-5,-5,-5,178
445,3131,3,1,59,274,19,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3132,3,1,224,185,185,217,43,43,43,43,148,16,-5,-5,-5,-5,-5,-5
445,3133,3,2,313,469,313,178,253,376,19,19,19,-5,-5,-5,-5,-5,-5,-5
445,3134,3,2,424,365,365,558,243,243,469,19,19,19,558,243,243,264,274,877
445,3135,3,2,446,447,447,-4,437,276,-4,889,274,276,777,687,687,-5,-5,-5
445,3136,3,1,453,576,363,453,486,486,889,486,453,486,889,486,486,889,-5,-5
445,3137,3,1,19,29,19,28,13,274,37,9,19,19,13,19,19,19,9,19
445,3138,3,1,869,869,889,889,585,869,804,804,869,599,585,869,869,577,869,844
445,3139,3,1,444,435,274,274,268,274,796,796,223,223,223,235,235,224,225,225
445,3140,3,1,308,229,19,308,229,19,304,19,19,19,19,19,19,243,308,304
445,3141,3,1,316,335,389,308,253,375,229,229,229,64,-4,64,64,166,166,64
445,3142,3,1,276,276,579,389,316,316,5,16,23,337,19,19,26,26,166,8
445,3143,3,2,435,435,274,364,23,23,305,337,337,337,23,313,313,23,23,23
445,3144,3,1,516,567,567,-5,-5,-5,-5,-5,567,19,-5,-5,-5,-5,-5,-5
445,3145,3,2,435,274,374,7,389,27,27,27,313,33,33,33,-4,-4,-4,-4
445,3146,3,2,307,329,174,174,174,174,174,174,19,15,37,174,19,15,208,208
445,3147,3,1,25,376,197,7,7,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3148,3,2,-5,-5,-5,-5,-5,276,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3149,3,1,877,888,365,505,547,567,-5,19,486,486,804,-5,453,-5,-5,-5
445,3150,3,2,64,308,229,229,229,59,64,64,65,64,64,64,64,229,19,19
445,3151,3,2,276,308,308,389,385,-4,-4,-4,-4,-4,319,319,313,379,379,283
445,3152,3,1,274,785,256,529,316,376,257,-5,-5,-5,7,19,19,19,19,13
445,3153,3,2,459,175,138,55,229,19,19,503,19,27,8,8,8,8,19,19
445,3154,3,2,99,105,105,208,105,406,99,99,99,99,99,99,99,-4,-4,-4
445,3155,3,2,274,276,228,274,274,283,274,-4,327,276,166,-4,159,159,19,19
445,3156,3,2,159,223,223,159,313,14,14,176,14,14,159,165,14,14,14,14
445,3157,3,2,348,453,445,175,204,204,204,204,204,445,204,204,204,204,204,204
445,3158,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3159,3,1,276,-4,437,449,433,433,433,19,19,19,19,19,19,19,243,243
445,3160,3,1,885,885,187,217,217,217,217,217,217,19,19,19,43,43,43,43
445,3161,3,1,486,479,434,434,434,434,434,434,434,434,434,434,434,434,434,486
445,3162,3,2,313,337,319,274,385,78,19,8,8,-4,-4,-4,-4,-4,277,468
445,3163,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,366,366,366
445,3164,3,2,435,435,-4,-4,-4,-4,-4,-4,-4,-4,447,-4,435,155,869,869
445,3165,3,2,435,435,435,435,435,434,435,-3,434,434,434,434,274,274,-4,-4
445,3166,3,1,185,567,875,308,308,229,308,309,19,308,734,747,309,309,774,774
445,3167,3,2,337,378,307,307,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3168,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,3169,3,1,389,223,-4,23,26,877,25,255,255,33,255,255,255,255,19,19
445,3170,3,1,435,223,223,178,178,313,235,178,178,-5,178,178,178,178,-5,178
445,3171,3,1,313,-4,-4,194,195,195,256,19,19,13,19,19,19,19,19,19
445,3172,3,1,194,-4,363,144,194,194,183,144,153,154,14,144,144,159,143,143
445,3173,3,1,186,186,-4,-4,153,144,-4,-4,154,144,144,144,144,144,144,144
445,3174,3,2,479,-5,405,177,177,468,-5,313,313,-4,-4,-4,-4,159,177,759
445,3175,2,2,447,-4,444,446,447,406,276,-4,436,453,459,468,468,468,406,-4
445,3176,2,2,338,337,379,-5,-5,-5,-5,313,-5,-5,-5,-5,375,-5,-5,-5
445,3177,2,1,883,804,558,558,558,889,-5,869,588,864,889,869,-3,-5,-5,558
445,3178,2,2,339,253,777,308,308,254,254,253,253,24,375,253,253,319,319,19
445,3179,3,2,453,579,405,453,449,405,188,188,-4,-4,-4,-4,-4,-4,188,188
445,3180,3,1,25,7,7,7,7,7,19,7,255,7,19,27,27,7,8,27
445,3181,3,1,313,223,389,178,178,178,178,178,178,178,178,178,178,178,19,19
445,3182,3,2,383,256,256,256,256,378,305,13,274,266,266,266,185,185,185,185
445,3183,3,2,-5,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3184,3,2,-4,357,389,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3185,3,2,256,274,256,274,23,-5,256,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3186,3,1,274,223,276,255,33,255,255,-4,25,23,64,25,257,7,19,254
445,3187,3,1,19,337,19,19,206,84,206,84,84,84,84,84,84,84,84,84
445,3188,2,2,444,387,387,-5,274,387,-5,-4,-5,-5,-5,-5,-5,319,-5,997
445,3189,2,1,-4,-4,199,199,199,175,199,199,199,199,199,199,199,199,199,-5
445,3190,2,2,276,274,319,438,337,276,276,-4,-4,313,313,313,313,348,313,313
445,3191,2,2,364,274,339,337,313,313,313,313,208,417,417,424,433,337,337,-5
445,3192,2,1,439,877,486,889,579,547,869,869,453,463,447,447,447,447,106,447
445,3193,3,1,538,538,7,547,235,235,549,538,235,373,259,376,376,774,213,376
445,3194,3,1,453,449,449,449,567,567,889,804,804,804,804,804,804,804,805,805
445,3195,3,1,567,567,596,567,783,783,783,783,783,567,783,569,569,783,783,783
445,3196,3,1,365,877,243,243,877,19,19,243,243,19,243,243,243,243,19,19
445,3197,3,2,339,339,274,274,447,-4,-4,-4,468,-4,443,405,405,185,185,185
445,3198,3,2,274,319,274,274,877,274,387,458,458,274,387,155,243,243,156,156
445,3199,3,2,785,274,274,274,274,274,274,785,365,364,877,363,363,364,364,364
445,3200,3,1,889,739,363,364,585,547,534,534,534,235,534,534,653,-5,-5,-5
445,3201,3,2,-4,203,78,225,208,203,468,468,406,468,208,203,208,203,203,203
445,3202,3,1,777,777,777,516,888,637,777,486,-5,-5,-5,518,518,518,518,507
445,3203,3,1,777,704,777,777,719,527,856,505,883,883,505,507,516,516,507,507
445,3204,3,2,406,888,777,777,689,785,699,797,364,373,364,364,364,-5,327,307
445,3205,3,2,435,435,144,313,444,28,29,243,259,259,274,345,379,376,-3,65
445,3206,3,2,337,337,337,337,366,366,366,366,366,366,366,313,766,337,64,64
445,3207,3,1,274,365,389,877,274,275,269,269,275,373,269,274,274,269,269,269
445,3208,3,1,453,547,547,558,448,558,37,503,448,59,59,59,56,19,19,19
445,3209,3,2,339,339,339,339,308,315,385,308,385,308,445,445,445,445,467,467
445,3210,3,1,365,365,877,276,769,727,727,783,783,783,-5,783,-5,549,518,-5
445,3211,3,1,447,424,194,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3212,3,2,274,274,339,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3213,3,1,-4,-4,-4,433,538,19,809,446,446,208,208,447,525,525,19,19
445,3214,3,1,438,438,365,389,243,243,243,19,19,19,243,243,243,243,243,243
445,3215,3,1,875,875,875,875,453,486,453,486,486,869,547,547,547,486,453,453
445,3216,3,1,889,276,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,3217,3,2,389,389,-5,-5,-5,-5,-5,-5,-5,23,23,339,-5,-5,-5,-5
445,3218,3,2,-4,275,208,889,777,194,436,434,487,479,235,479,487,487,-5,785
445,3219,3,1,523,529,549,547,547,59,235,426,19,243,19,19,19,19,243,243
445,3220,3,1,439,439,856,883,719,856,856,633,633,805,805,804,-5,-5,-5,-5
445,3221,3,2,438,389,319,375,313,303,313,313,313,313,234,234,234,234,178,-5
445,3222,3,2,313,313,633,274,274,274,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3223,3,2,318,459,464,188,389,379,208,235,78,83,174,64,36,15,83,83
445,3224,3,1,386,-4,223,67,26,68,19,256,13,166,166,166,166,13,19,19
445,3225,3,2,435,313,313,338,385,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,3226,3,1,387,387,229,229,229,229,229,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3227,3,2,319,446,96,446,486,486,486,379,337,389,313,78,78,78,78,78
445,3228,3,1,877,439,439,19,33,19,274,263,243,274,259,259,259,64,64,19
445,3229,3,1,877,877,889,689,579,887,235,-4,84,235,87,87,87,87,87,87
445,3230,3,1,453,566,883,558,566,566,567,566,566,566,594,567,567,-5,-5,-5
445,3231,3,2,435,276,444,449,434,567,785,567,567,869,567,554,567,567,567,567
445,3232,3,1,719,777,706,777,777,527,589,368,798,368,889,368,368,877,213,777
445,3233,3,2,339,359,313,389,339,389,385,-4,-4,-4,-4,-4,-5,-5,-5,-5
445,3234,3,2,447,447,447,-4,435,313,323,447,446,315,313,313,313,313,446,446
445,3235,3,1,785,785,636,777,437,785,869,19,19,436,439,439,-3,783,637,637
445,3236,3,2,274,453,313,364,389,313,443,435,434,774,189,189,189,189,189,189
445,3237,3,2,445,468,387,274,445,445,445,445,445,445,445,303,445,445,-5,445
445,3238,2,2,156,156,156,156,156,156,156,156,156,144,156,156,156,156,156,877
445,3239,2,1,55,319,319,386,316,186,357,348,348,348,348,348,348,348,348,348
445,3240,3,1,453,453,547,558,16,16,453,453,448,869,156,19,19,468,159,159
445,3241,3,1,225,689,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3242,3,2,313,313,313,313,313,278,313,19,313,313,313,379,379,303,303,303
445,3243,3,2,253,254,254,274,255,376,255,255,255,255,255,255,255,256,255,255
445,3244,3,2,-4,335,274,274,157,157,156,156,8,6,274,337,19,337,243,243
445,3245,3,2,869,855,889,869,486,777,385,486,276,834,486,337,337,337,337,-3
445,3246,3,1,567,567,567,567,567,869,869,567,567,565,595,869,19,19,616,616
445,3247,3,1,637,637,225,567,567,567,869,567,19,558,567,567,558,558,19,19
445,3248,3,2,319,319,335,338,19,313,27,27,335,379,27,379,379,8,15,15
445,3249,3,2,276,276,276,877,365,243,344,344,389,376,336,337,383,384,344,337
445,3250,3,2,439,405,313,313,313,256,313,384,384,736,337,736,736,379,734,734
445,3251,3,1,217,194,194,194,194,198,633,187,195,187,194,183,183,187,19,19
445,3252,3,2,744,777,744,744,744,744,666,744,446,444,444,439,446,446,446,446
445,3253,3,2,-4,405,-4,689,689,796,744,744,744,-4,744,796,438,438,449,449
445,3254,3,2,447,447,447,447,447,447,447,447,379,379,379,313,313,389,389,385
445,3255,3,1,434,785,579,855,558,558,558,19,844,594,558,558,558,558,16,16
445,3256,3,1,186,186,186,156,186,229,229,186,186,186,186,137,137,137,186,186
445,3257,3,1,479,579,567,435,274,315,313,195,777,57,885,889,797,56,56,64
445,3258,3,1,453,883,784,777,274,243,547,269,269,269,269,263,263,269,269,269
445,3259,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,3260,2,2,-4,-4,588,888,877,588,779,754,779,777,-4,-4,-4,-4,-5,-5
445,3261,2,1,888,-4,453,749,888,889,748,887,887,887,887,453,453,887,856,796
445,3262,3,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3263,3,1,14,229,387,23,229,376,65,64,64,64,65,64,64,64,19,19
445,3264,1,1,453,769,856,579,505,856,19,889,883,804,889,859,859,859,779,779
445,3265,1,1,706,-4,706,-4,-4,-4,453,453,864,505,36,194,194,194,194,194
445,3266,1,2,459,459,785,319,389,376,-5,-5,118,385,329,164,-5,-5,-5,447
445,3267,1,1,444,354,453,517,505,547,505,505,436,436,437,444,-5,-5,-5,-5
445,3268,1,2,-4,-4,789,-4,877,-4,-5,-5,-5,435,434,434,435,-4,447,447
445,3269,1,2,-5,337,337,337,337,337,385,308,385,308,337,378,378,378,337,18
445,3270,1,1,783,-4,-4,595,365,365,653,596,444,-5,-5,-5,-5,-5,-5,-5
445,3271,3,1,869,869,869,869,805,869,804,869,804,804,588,19,19,19,19,19
445,3272,3,1,889,-4,-4,-4,869,588,686,579,356,485,485,485,804,804,-5,804
445,3273,1,2,777,-4,-4,-4,-4,-5,889,889,889,364,-4,453,19,407,636,-5
445,3274,1,1,686,-4,686,686,-5,-5,-5,686,686,686,888,274,274,-5,-5,754
445,3275,3,1,345,777,229,229,229,19,304,503,306,19,19,19,304,304,235,64
445,3276,3,2,95,208,95,-4,19,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,3277,3,1,385,-4,-4,-4,-4,354,354,355,356,355,354,354,354,883,354,354
445,3278,3,2,433,19,433,243,243,29,19,19,13,166,166,166,259,166,13,19
445,3279,3,1,587,585,585,585,585,585,585,585,585,585,587,585,585,585,585,585
445,3280,3,2,446,276,276,487,319,319,439,444,439,446,97,446,446,206,206,206
445,3281,1,1,274,274,889,194,547,547,505,507,804,486,486,486,486,486,486,19
445,3282,1,1,804,444,459,459,459,459,175,456,459,19,197,459,459,276,13,19
445,3283,1,1,313,27,454,453,454,454,466,469,16,454,434,454,-5,-5,-5,-5
445,3284,3,1,-4,-4,-4,424,809,153,308,304,243,339,229,257,257,19,363,363
445,3285,1,2,468,447,274,435,435,435,435,435,435,435,435,435,435,435,435,435
445,3286,1,2,156,159,157,156,157,19,19,156,-5,144,157,156,157,157,157,157
445,3287,3,2,276,335,313,313,313,313,379,313,313,337,23,337,337,376,376,379
445,3288,1,2,-4,-4,-4,406,405,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3289,3,1,203,224,19,19,19,19,19,243,19,19,235,19,19,19,19,19
445,3290,3,1,389,307,378,376,376,376,19,19,25,25,805,337,337,376,23,23
445,3291,3,2,274,308,275,276,276,319,23,23,23,23,25,23,23,23,-4,-4
445,3292,3,2,447,447,207,95,95,447,-5,95,-4,134,159,157,-4,-4,-5,-5
