A0002500,R0000100,R0214700,R0214800,R0828000,R0945300,R1255700,R1650500,R1923100,R2317900,R2525700,R2924700,R3127400,R3523100,R3728100,R4193700,R4587901,R5270900,R6473700,R6592900
VERSION_R25_2012,CASEID_1979,SAMPLE_RACE_78SCRN,SAMPLE_SEX_1979,CPSOCC80_1982,CPSOCC80_1983,CPSOCC80_1984,CPSOCC80_1985,CPSOCC80_1986,CPSOCC80_1987,CPSOCC80_1988,CPSOCC80_1989,CPSOCC80_1990,CPSOCC80_1991,CPSOCC80_1992,CPSOCC80_1993,CPSOCC80_1994,CPSOCC80_1996,CPSOCC80_1998,CPSOCC80_01_2000
445,9713,3,2,435,435,308,313,313,153,-5,313,129,-5,-5,-5,-5,-5,-5,-5
445,9714,3,2,95,95,207,95,95,207,95,15,95,-5,-5,-5,-5,-5,-5,-5
445,9715,3,2,469,375,207,95,95,95,95,95,174,-5,-5,-5,-5,-5,-5,-5
445,9716,3,2,23,23,23,23,7,23,23,23,23,-5,-5,-5,-5,-5,-5,-5
445,9717,3,2,313,313,223,453,235,233,5,166,5,-5,-5,-5,-5,-5,-5,-5
445,9718,3,1,223,229,55,229,229,229,229,64,229,-5,-5,-5,-5,-5,-5,-5
445,9719,3,1,783,887,-4,769,614,889,579,579,579,-5,-5,-5,-5,-5,-5,-5
445,9720,3,1,-4,433,558,274,243,19,267,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9721,3,2,274,329,-4,329,308,-4,267,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9722,3,2,276,383,487,383,383,383,383,-4,383,-5,-5,-5,-5,-5,-5,-5
445,9723,3,1,446,-4,89,446,89,84,84,84,84,-5,-5,-5,-5,-5,-5,-5
445,9724,3,1,48,223,-4,-4,89,208,84,84,87,-5,-5,-5,-5,-5,-5,-5
445,9725,3,1,433,19,19,433,243,19,433,243,19,-5,-5,-5,-5,-5,-5,-5
445,9726,3,1,437,437,477,479,243,19,63,63,453,-5,-5,-5,-5,-5,-5,-5
445,9727,3,2,364,339,-5,307,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9728,3,1,889,-4,256,274,274,256,257,274,257,-5,-5,-5,-5,-5,-5,-5
445,9729,3,1,813,813,85,85,85,85,85,85,-5,-5,-5,-5,-5,-5,-5,-5
445,9730,3,2,447,389,444,433,-4,747,-3,-4,436,-5,-5,-5,-5,-5,-5,-5
445,9731,3,2,-4,-4,-4,438,438,437,439,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9732,3,2,-4,444,437,434,444,438,444,438,439,-5,-5,-5,-5,-5,-5,-5
445,9733,3,2,19,243,243,283,468,406,319,319,319,-5,-5,-5,-5,-5,-5,-5
445,9734,3,1,274,19,889,274,446,447,447,447,447,-5,-5,-5,-5,-5,-5,-5
445,9735,3,1,23,23,65,23,7,19,7,337,23,-5,-5,-5,-5,-5,-5,-5
445,9736,3,2,-4,389,889,389,365,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9737,3,1,19,243,243,19,389,375,66,66,66,-5,-5,-5,-5,-5,-5,-5
445,9738,3,1,157,157,156,157,159,157,156,156,157,-5,-5,-5,-5,-5,-5,-5
445,9739,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9740,3,2,438,-4,-4,-4,-4,-4,877,439,447,-5,-5,-5,-5,-5,-5,-5
445,9741,3,2,23,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9742,3,1,79,195,319,229,229,229,365,523,633,-5,-5,-5,-5,-5,-5,-5
445,9743,3,1,-4,-4,-4,159,159,378,157,276,257,-5,-5,-5,-5,-5,-5,-5
445,9744,3,1,197,197,197,197,197,194,197,183,166,-5,-5,-5,-5,-5,-5,-5
445,9745,3,1,889,579,759,157,157,128,157,157,156,-5,-5,-5,-5,-5,-5,-5
445,9746,3,1,-4,435,444,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9747,2,1,166,7,7,7,7,7,7,25,376,25,174,19,7,197,25,7
445,9748,3,2,335,229,229,378,389,229,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9749,2,2,-5,-5,23,-5,23,23,3,23,23,23,23,65,65,26,64,64
445,9750,3,2,-4,447,274,447,447,207,447,207,888,-5,-5,-5,-5,-5,-5,-5
445,9751,3,1,734,734,274,274,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9752,3,1,57,47,59,258,258,274,225,259,48,-5,-5,-5,-5,-5,-5,-5
445,9753,3,2,-4,435,405,276,-5,19,276,276,276,-5,-5,-5,-5,-5,-5,-5
445,9754,1,2,-4,-4,-4,-4,-4,453,479,-4,-4,-4,449,449,-4,-4,-4,-4
445,9755,3,2,407,364,453,276,405,-4,-4,407,754,-5,-5,-5,-5,-5,-5,-5
445,9756,2,2,-4,437,433,444,437,-5,-5,406,-5,-5,-5,188,436,433,19,447
445,9757,2,2,307,229,308,389,389,308,308,308,796,365,385,365,365,365,365,365
445,9758,2,2,347,364,385,385,389,339,378,316,385,339,378,344,344,385,337,337
445,9759,2,2,315,389,389,405,329,406,235,276,319,276,379,276,379,379,-4,426
445,9760,2,1,-4,-4,-4,424,887,889,453,779,426,426,804,804,804,356,426,426
445,9761,2,1,438,438,889,777,734,777,796,734,253,433,274,804,804,804,805,805
445,9762,1,1,365,365,365,365,595,424,423,804,805,774,774,347,347,386,336,336
445,9763,1,2,313,319,313,23,23,313,313,313,-5,313,313,313,313,-5,-5,313
445,9764,2,1,-5,-4,-4,-4,-4,869,633,19,558,558,558,-4,486,486,486,486
445,9765,2,2,439,444,444,444,-4,-4,345,-4,276,439,438,436,436,-4,-4,-4
445,9766,2,2,203,447,208,203,433,208,106,208,203,203,203,203,203,203,203,203
445,9767,2,1,434,805,364,856,435,276,-4,-4,-4,-4,-4,-4,-4,-4,436,-4
445,9768,2,2,774,387,387,206,446,335,335,319,379,446,206,446,206,206,206,206
445,9769,2,1,804,505,505,194,579,505,579,505,505,777,577,853,853,-5,804,804
445,9770,1,1,453,588,845,596,567,567,514,566,869,19,566,558,19,19,514,514
445,9771,1,1,567,657,785,657,657,657,633,785,657,785,785,785,785,657,785,785
445,9772,1,2,-4,-4,459,19,-4,23,23,337,-4,-4,-4,-4,-4,-4,-4,-4
445,9773,1,1,274,889,889,276,274,424,276,243,426,418,418,414,414,418,426,426
445,9774,3,2,337,805,805,337,277,337,337,337,406,-5,-5,-5,-5,-5,-5,-5
445,9775,1,1,567,595,567,567,276,558,365,505,567,-4,595,567,595,769,565,565
445,9776,1,1,805,856,856,856,805,804,804,804,804,804,804,804,804,804,804,804
445,9777,1,1,243,19,384,877,385,23,337,337,23,23,23,23,337,337,23,23
445,9778,1,2,389,383,383,389,389,389,389,376,337,316,25,313,313,313,313,313
445,9779,1,1,274,365,364,365,-5,877,364,365,505,505,549,505,505,505,505,505
445,9780,1,1,869,869,588,805,805,805,805,805,203,805,805,805,805,805,356,883
445,9781,3,1,769,777,777,777,-5,-5,704,453,883,-5,-5,-5,-5,-5,-5,-5
445,9782,3,2,435,315,315,315,313,418,418,418,418,-5,-5,-5,-5,-5,-5,-5
445,9783,1,1,264,364,365,364,243,243,19,243,889,365,19,37,877,889,889,889
445,9784,1,2,468,406,486,406,313,337,406,468,677,235,469,18,389,389,19,777
445,9785,3,1,486,437,-4,579,588,558,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9786,1,1,777,883,364,364,558,558,633,19,19,633,379,364,19,19,19,19
445,9787,3,1,885,-4,883,883,883,804,889,889,804,-5,-5,-5,-5,-5,-5,-5
445,9788,1,1,804,438,505,549,276,444,809,359,808,864,505,188,188,188,319,19
445,9789,1,2,277,444,319,283,275,274,406,468,468,468,406,468,468,468,406,406
445,9790,1,2,313,453,453,319,387,335,379,379,379,379,-4,-4,-4,276,376,376
445,9791,3,1,256,19,274,19,19,19,19,13,13,-5,-5,-5,-5,-5,-5,-5
445,9792,3,1,883,869,567,869,804,855,-4,865,-5,-5,-5,-5,-5,-5,-5,-5
445,9793,3,1,885,777,686,686,368,588,768,243,36,-5,-5,-5,-5,-5,-5,-5
445,9794,3,1,567,453,453,805,889,696,567,534,585,-5,-5,-5,-5,-5,-5,-5
445,9795,3,2,468,155,468,274,274,-4,-4,-4,796,-5,-5,-5,-5,-5,-5,-5
445,9796,3,2,438,405,425,406,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9797,3,2,405,744,405,405,468,805,406,468,329,-5,-5,-5,-5,-5,-5,-5
445,9798,3,2,-4,405,449,449,689,276,405,453,449,-5,-5,-5,-5,-5,-5,-5
445,9799,3,2,-4,274,438,243,243,-4,-5,276,435,-5,-5,-5,-5,-5,-5,-5
445,9800,3,1,-4,-4,496,-5,496,-5,567,783,783,-5,-5,-5,-5,-5,-5,-5
445,9801,1,1,479,479,479,439,439,446,436,453,889,453,453,453,453,453,453,453
445,9802,1,1,-5,-5,-5,-5,446,-5,-5,889,883,274,257,-5,277,-5,-5,-5
445,9803,3,1,-5,424,424,453,426,424,567,696,453,-5,-5,-5,-5,-5,-5,-5
445,9804,3,1,783,-4,558,783,-4,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9805,3,1,759,657,657,657,657,657,567,785,496,-5,-5,-5,-5,-5,-5,-5
445,9806,3,1,-4,459,459,-4,439,453,413,417,869,-5,-5,-5,-5,-5,-5,-5
445,9807,3,2,-5,-4,-4,-4,-4,-4,-4,436,436,-5,-5,-5,-5,-5,-5,-5
445,9808,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9809,1,2,243,-4,-4,276,274,276,274,285,276,337,337,276,383,319,319,-5
445,9810,1,1,479,479,479,479,479,549,479,235,86,86,479,473,479,479,479,507
445,9811,1,2,689,479,799,799,799,453,449,453,449,435,443,276,276,-3,888,453
445,9812,1,1,777,479,479,888,313,164,-5,329,479,715,354,-5,435,486,486,486
445,9813,1,2,315,-4,313,313,375,777,323,339,375,84,84,379,379,205,-5,375
445,9814,1,1,479,479,486,479,479,588,888,777,754,479,-4,-4,-4,885,885,885
445,9815,1,1,877,883,889,883,-4,486,474,565,453,453,453,453,486,486,486,486
445,9816,1,1,889,889,486,486,486,486,486,585,485,883,486,486,485,579,856,856
445,9817,1,2,453,689,-4,-4,444,97,-4,277,-4,-4,447,446,446,-4,158,158
445,9818,3,2,19,888,19,435,383,804,447,207,156,-5,-5,-5,-5,-5,-5,-5
445,9819,1,1,477,477,477,479,477,479,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9820,1,2,174,468,387,23,389,313,255,255,199,149,156,157,156,156,156,156
445,9821,1,1,678,579,453,883,883,889,877,889,-4,-4,579,16,-4,-4,213,364
445,9822,1,1,444,805,805,523,529,529,529,525,503,529,529,529,529,529,274,274
445,9823,2,1,453,453,453,449,453,453,453,449,453,453,449,453,453,449,449,15
445,9824,2,2,389,313,389,313,313,156,319,104,157,159,156,156,104,104,104,104
445,9825,2,1,175,175,486,-4,-4,-5,385,174,335,424,174,174,174,-5,418,-5
445,9826,2,2,883,356,-4,405,-4,217,-4,-4,-4,468,155,-4,468,-4,-4,-4
445,9827,2,1,887,437,-4,424,364,-5,78,83,203,83,203,446,-5,-5,-5,-5
445,9828,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5
445,9829,1,1,799,363,796,55,243,243,243,243,243,373,275,243,243,274,243,243
445,9830,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,9831,1,2,156,387,387,387,387,805,185,363,274,-4,276,877,877,-5,-5,274
445,9832,1,2,468,315,276,799,888,588,754,479,446,208,276,446,276,446,15,313
445,9833,3,1,458,458,458,458,458,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9834,3,2,-4,-4,-4,-4,-4,-4,-4,-4,468,-5,-5,-5,-5,-5,-5,-5
445,9835,1,1,777,-4,-4,-4,-4,563,856,779,889,549,804,364,883,364,307,889
445,9836,1,1,417,-4,479,877,417,783,-5,417,79,417,359,417,79,417,417,-5
445,9837,1,2,468,689,357,-4,-4,-4,-4,799,-4,-4,379,446,446,97,446,446
445,9838,1,2,313,385,319,319,313,319,364,319,319,313,319,319,319,339,339,339
445,9839,1,2,276,359,-4,276,405,243,276,259,259,274,414,418,418,276,194,155
445,9840,1,2,438,438,-4,-4,-4,589,799,308,314,385,309,314,316,174,174,174
445,9841,1,1,479,-4,889,856,547,-4,-4,889,856,558,558,593,593,-5,486,486
445,9842,3,1,453,-4,453,-4,-4,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9843,1,1,469,479,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,9844,1,2,799,335,486,-3,-4,-4,447,447,446,447,447,446,447,446,446,446
445,9845,1,2,785,785,173,313,313,319,319,-4,-4,-4,-4,-4,243,-4,-4,-4
445,9846,1,1,796,689,684,689,595,637,13,159,689,375,689,19,796,689,19,376
445,9847,1,1,-4,199,804,329,316,335,266,274,138,175,175,199,199,175,19,19
445,9848,1,1,438,274,243,789,889,-4,-4,-4,-4,-4,426,426,418,809,809,-3
445,9849,1,2,405,-4,805,365,389,558,-4,283,283,-4,319,379,379,379,443,-4
445,9850,1,1,856,777,684,777,-5,777,-5,633,869,869,565,547,547,525,565,565
445,9851,1,2,785,689,363,285,-5,-5,-5,-5,-5,779,785,525,525,-5,-5,-5
445,9852,1,2,436,-4,405,-4,-4,276,7,348,373,376,319,348,189,27,376,376
445,9853,1,1,869,486,869,-4,869,869,869,514,885,243,885,-4,-4,-4,-4,-4
445,9854,1,1,-4,777,486,869,869,777,276,276,276,276,276,-5,435,-5,276,-5
445,9855,1,2,453,276,445,445,445,-5,-5,445,-5,445,445,445,445,303,303,445
445,9856,1,1,566,869,869,869,869,869,856,869,844,869,567,-4,-4,-4,-4,-4
445,9857,1,1,359,359,359,27,27,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9858,1,2,447,274,-4,-4,-5,447,-4,447,447,447,447,447,447,447,447,447
445,9859,1,1,486,486,486,486,486,453,453,453,453,453,453,453,453,453,453,453
445,9860,1,1,889,777,479,883,689,558,856,859,883,859,859,883,-5,758,758,365
445,9861,3,2,789,437,276,315,315,308,25,379,315,-5,-5,-5,-5,-5,-5,-5
445,9862,1,2,-4,447,-4,-4,-4,777,-4,-4,-4,687,687,687,468,175,468,468
445,9863,1,2,445,445,187,187,204,194,434,435,303,-4,889,327,327,-5,274,274
445,9864,3,2,-4,-4,405,405,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9865,1,2,436,-4,-4,-4,438,-4,453,869,-4,-4,-4,-4,-3,453,453,-4
445,9866,1,2,274,313,319,313,-5,313,-5,-5,313,-5,-5,-5,-5,-5,-5,-5
445,9867,1,2,276,319,877,274,313,313,313,313,313,-5,-5,-5,-5,-5,-5,-5
445,9868,1,1,364,365,364,883,877,364,889,364,883,364,364,364,364,783,148,579
445,9869,1,1,-5,889,579,453,883,-5,453,453,588,588,486,514,486,486,486,869
445,9870,1,2,435,805,438,435,-4,-4,686,-4,877,-4,-4,-4,-4,-4,-4,-4
445,9871,2,2,253,339,339,339,375,375,-4,313,313,313,313,313,313,313,313,313
445,9872,2,2,315,315,315,315,313,315,308,385,313,313,37,313,19,19,9,9
445,9873,2,1,436,437,453,856,869,889,453,754,163,174,174,174,174,174,174,174
445,9874,2,2,-4,473,479,447,579,447,785,769,769,-4,-4,-4,468,468,407,407
445,9875,1,1,777,777,719,486,486,364,883,883,-4,-4,486,-4,657,727,-4,-4
445,9876,1,1,243,243,243,13,243,33,19,243,13,19,19,243,19,19,243,243
445,9877,2,2,-4,785,785,877,877,364,364,364,364,364,364,364,364,364,364,364
445,9878,1,1,55,55,217,185,55,-5,533,57,5,-5,-5,-5,-5,-5,-5,-5
445,9879,2,1,-4,-4,883,869,595,365,869,869,-4,426,426,426,174,163,174,174
445,9880,2,1,276,274,274,434,843,498,-5,498,497,498,498,-5,498,-5,-5,-5
445,9881,1,2,-4,405,319,319,-5,-5,-5,-5,878,19,243,276,274,319,313,319
445,9882,3,2,365,877,365,689,689,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9883,1,1,634,777,19,634,217,59,365,56,19,56,44,849,849,777,215,215
445,9884,1,1,505,505,505,505,505,505,505,505,505,505,505,505,505,505,19,19
445,9885,1,2,274,274,-4,-4,254,-4,-4,-4,526,19,19,19,19,337,337,337
445,9886,1,1,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514
445,9887,1,2,19,387,387,458,458,458,458,458,274,-4,785,785,468,379,379,23
445,9888,1,1,439,888,889,-5,-5,376,364,889,889,877,365,883,364,364,364,364
445,9889,3,1,229,229,229,229,229,229,19,19,19,-5,-5,-5,-5,-5,-5,-5
445,9890,1,1,453,453,453,567,869,567,-4,523,525,235,525,525,525,525,525,213
445,9891,1,2,389,276,319,23,-4,-5,23,-5,-5,-5,-5,-5,-5,-4,468,468
445,9892,1,2,435,348,444,319,335,319,319,313,253,253,253,253,375,446,19,458
445,9893,2,1,856,856,889,856,883,889,364,856,856,856,856,856,856,364,856,856
445,9894,1,2,274,274,274,274,276,274,877,274,276,274,285,276,276,274,-4,-5
445,9895,1,2,155,468,-4,-4,468,155,468,468,468,468,406,468,-3,174,174,174
445,9896,1,2,387,387,387,155,387,156,153,156,157,194,387,156,156,156,156,156
445,9897,1,2,459,437,194,435,256,19,256,166,166,256,7,66,256,256,13,13
445,9898,1,2,319,444,444,438,444,95,95,95,95,95,95,95,-5,-5,-5,-5
445,9899,1,2,335,335,363,433,338,313,379,379,-3,308,308,264,469,458,458,458
445,9900,3,2,188,274,185,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9901,1,1,435,435,435,23,337,23,338,435,435,435,-5,-5,435,337,337,337
445,9902,1,1,453,885,217,567,567,-5,217,567,785,727,869,869,869,567,567,567
445,9903,1,2,888,-4,-5,274,435,435,453,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9904,1,1,744,157,157,313,157,744,666,666,666,19,666,19,666,666,185,185
445,9905,1,1,-4,-4,-4,356,877,777,355,354,354,354,354,354,354,354,354,354
445,9906,1,2,-4,-4,-4,444,435,-5,686,-4,-4,439,438,444,443,-4,-4,-4
445,9907,3,1,869,417,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9908,3,1,-4,-4,-4,-4,-4,-4,-4,-4,888,-5,-5,-5,-5,-5,-5,-5
445,9909,3,1,-4,-4,744,-4,563,595,889,-4,-4,-5,-5,-5,-5,-5,-5,-5
445,9910,3,2,438,-4,-4,444,-4,-4,-4,-3,-4,-5,-5,-5,-5,-5,-5,-5
445,9911,1,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9912,1,1,637,777,785,734,637,558,633,19,633,19,558,769,769,-3,637,-5
445,9913,1,2,449,449,449,453,453,805,796,889,434,434,453,439,889,779,777,796
445,9914,1,1,889,585,585,777,486,585,479,585,517,855,588,869,486,889,869,869
445,9915,1,1,479,505,505,505,505,505,19,505,505,505,505,505,26,505,505,505
445,9916,1,2,748,888,785,-4,438,447,405,407,469,407,453,405,405,405,405,405
445,9917,3,1,444,444,469,435,438,275,439,243,433,-5,-5,-5,-5,-5,-5,-5
445,9918,1,1,889,887,505,505,505,505,505,505,-5,505,505,869,-5,887,887,704
445,9919,1,1,-4,-4,-4,505,516,376,516,-3,-5,505,505,-4,-5,-5,-5,-5
445,9920,2,2,-5,-5,276,438,-5,-5,-5,-5,-5,-5,257,243,-5,-4,-4,-5
445,9921,3,2,274,243,435,789,689,785,735,385,365,-5,-5,-5,-5,-5,-5,-5
445,9922,1,2,-4,-4,-4,-4,405,407,-4,337,337,33,337,-4,453,365,365,33
445,9923,1,2,274,274,274,274,313,313,443,313,313,185,188,379,337,303,435,435
445,9924,3,2,-5,-5,774,734,734,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9925,1,2,438,276,785,389,276,7,339,378,-4,-4,-4,-4,106,446,446,446
445,9926,2,1,658,887,459,453,777,547,759,-4,-4,-4,-4,-4,809,809,809,734
445,9927,1,2,389,335,389,379,313,315,365,308,379,365,379,379,313,379,365,19
445,9928,2,1,256,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808
445,9929,2,1,385,276,383,383,274,465,465,465,465,465,465,465,263,263,263,-3
445,9930,1,2,-5,319,313,376,308,19,308,308,-3,308,308,376,376,337,337,-5
445,9931,1,2,343,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9932,3,2,445,445,445,-4,-4,-4,-4,-4,458,-5,-5,-5,-5,-5,-5,-5
445,9933,1,1,433,808,679,777,734,223,889,735,735,19,633,633,633,734,734,734
445,9934,1,1,437,-4,335,335,-4,223,389,339,363,-4,178,-4,178,178,178,178
445,9935,1,2,313,338,-4,446,446,84,-3,447,447,446,447,446,446,446,446,446
445,9936,1,1,869,566,566,567,566,567,795,567,566,566,565,565,565,565,19,566
445,9937,1,1,318,318,453,335,335,805,803,804,804,805,804,806,806,805,805,805
445,9938,1,2,378,383,319,319,274,274,-4,-4,-4,-4,-4,-4,-4,-4,-4,319
445,9939,1,2,19,19,19,375,274,313,423,423,423,423,423,423,423,423,423,-4
445,9940,1,2,383,-4,444,276,438,-4,276,808,808,808,808,808,808,808,808,808
445,9941,1,2,389,785,276,-4,-4,-5,-5,19,19,276,19,19,276,276,435,435
445,9942,1,1,317,274,276,319,96,19,276,748,567,453,276,277,-3,-5,593,263
445,9943,1,1,686,777,756,687,687,444,686,686,878,878,687,-4,-4,-4,-4,-4
445,9944,1,2,-5,-4,-4,276,888,-4,-4,-5,-4,-5,-5,-4,-5,-4,-5,-5
445,9945,1,2,-4,-4,-4,-5,-2,744,744,769,769,-4,-4,-4,-4,-4,-4,368
445,9946,1,2,-4,457,458,458,458,458,457,458,458,457,458,457,457,-5,457,457
445,9947,1,1,458,458,457,458,458,458,458,458,458,458,458,458,-5,-5,-5,-5
445,9948,1,2,-4,329,276,-4,313,84,208,319,446,319,446,203,203,303,339,-5
445,9949,2,1,883,889,389,887,347,437,-4,274,-4,-5,-5,877,-5,-5,-5,-5
445,9950,2,1,505,505,424,756,365,447,-3,889,889,877,453,885,889,889,599,889
445,9951,2,2,505,-4,315,277,-4,424,808,808,808,808,808,808,808,426,808,808
445,9952,2,1,506,516,889,637,804,-5,704,804,804,804,453,804,804,804,824,-5
445,9953,1,2,877,-4,-4,789,-4,364,379,379,406,274,188,-4,-4,-4,-4,-4
445,9954,1,1,785,785,785,364,364,785,-5,865,-5,-5,-5,-5,-5,-5,-5,-5
445,9955,1,2,799,888,376,274,877,637,749,667,363,786,743,744,744,-3,276,276
445,9956,1,1,777,363,508,505,785,785,-5,878,-5,-5,-5,686,-5,-5,-5,-5
445,9957,1,1,365,-3,684,777,709,-4,365,269,686,877,686,686,686,686,686,686
445,9958,2,1,444,-4,595,-4,-4,-4,889,883,883,889,883,-4,-4,-4,-5,-5
445,9959,2,2,319,389,308,313,313,7,376,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9960,1,2,796,744,744,744,666,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9961,1,1,889,883,225,575,575,575,575,575,575,575,575,575,575,575,575,575
445,9962,1,1,-4,-4,804,55,575,575,575,575,575,575,575,577,577,575,175,575
445,9963,1,1,734,634,734,769,637,734,734,769,779,747,777,747,747,747,777,777
445,9964,1,1,777,777,759,777,734,637,734,777,777,777,777,889,737,734,734,-5
445,9965,1,2,446,678,-4,276,-4,-4,-4,436,-5,275,-4,-4,-4,-5,-5,-5
445,9966,1,2,785,785,785,785,785,785,658,785,785,-4,439,888,888,888,754,754
445,9967,1,2,-4,-4,-4,-4,-4,-4,-4,719,785,779,779,756,756,756,734,734
445,9968,1,1,785,777,889,567,785,588,785,785,754,785,785,785,785,785,-5,-5
445,9969,1,1,575,575,575,55,575,558,558,558,19,555,575,575,575,575,575,575
445,9970,2,2,-4,319,275,319,313,-4,-4,-4,97,-4,-4,-4,-4,-4,-4,276
445,9971,2,1,316,274,-4,335,877,856,376,859,-4,-4,889,376,468,468,486,486
445,9972,1,2,889,877,-4,-4,-4,-4,318,-4,-4,-5,-4,-4,444,444,444,785
445,9973,1,2,-4,194,-4,-4,435,-5,469,469,319,-4,-4,-4,-5,-5,-5,-5
445,9974,1,2,777,-4,188,889,799,588,-4,-4,407,-4,-4,-4,-4,-4,276,-4
445,9975,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9976,1,1,453,453,-4,439,453,437,436,436,436,436,436,436,436,439,436,436
445,9977,1,1,-4,514,-4,759,883,-5,514,869,19,534,-5,-5,889,804,804,804
445,9978,1,2,319,319,319,376,313,376,326,313,376,389,375,375,375,375,379,376
445,9979,3,2,319,319,313,316,313,319,313,385,379,-5,-5,-5,-5,-5,-5,-5
445,9980,1,2,275,274,-4,458,458,458,458,458,458,458,458,458,458,458,458,458
445,9981,1,2,317,315,387,-4,677,203,87,677,677,677,87,677,677,677,677,677
445,9982,1,2,-4,438,276,438,677,87,677,446,677,677,106,677,87,677,677,677
445,9983,1,1,436,19,444,433,437,433,19,19,19,433,19,19,19,433,19,433
445,9984,1,1,885,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9985,2,1,424,424,19,338,19,-5,274,-5,-5,274,-4,-4,-4,-4,-4,-4
445,9986,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,379,348,-4,-4,-4,-4,-4
445,9987,1,2,235,235,235,55,797,389,529,529,529,529,527,527,527,529,213,213
445,9988,1,1,737,405,468,734,804,364,364,364,19,364,365,243,-5,633,804,804
445,9989,1,1,769,744,744,744,668,744,744,668,668,19,19,19,-5,19,668,668
445,9990,1,1,-4,-4,-4,-4,783,783,-4,-4,-4,-4,-4,-5,-4,633,-4,-4
445,9991,1,2,-5,319,453,467,405,449,185,467,447,447,447,447,-5,-5,-5,-5
445,9992,1,2,-4,363,339,438,276,159,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,9993,1,1,804,-5,19,567,19,496,535,19,19,19,547,19,-5,19,19,19
445,9994,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,9995,1,2,274,274,389,337,337,89,447,447,84,203,106,447,447,446,106,106
445,9996,2,1,437,437,579,869,888,379,688,777,-4,579,-4,-4,-4,514,-4,-5
445,9997,2,2,435,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,9998,2,1,804,883,274,276,453,453,453,453,453,804,804,439,453,453,804,804
445,9999,2,2,459,274,274,184,378,7,25,389,375,375,375,379,389,389,313,389
445,10000,2,2,276,438,274,-4,276,-4,458,-4,-4,-4,277,276,276,264,808,808
445,10001,1,1,486,439,276,365,274,486,674,878,889,889,869,869,889,779,779,779
445,10002,1,2,437,437,204,437,437,437,19,19,19,19,805,804,804,805,805,805
445,10003,1,1,274,479,804,804,-4,534,455,534,57,59,19,593,593,19,534,534
445,10004,1,1,777,364,889,804,804,274,889,-4,575,575,575,575,575,575,575,575
445,10005,1,1,-5,-5,777,889,877,889,889,19,7,889,785,243,19,19,633,19
445,10006,1,1,783,643,596,643,496,486,57,57,57,59,49,57,57,53,57,19
445,10007,1,2,446,313,208,446,208,203,379,203,78,83,203,78,208,83,83,83
